N,Time (s),Memory (KB),Passes
10,0.002,10288.0,2.0
20,0.004,10160.0,3.0
30,0.004,10160.0,3.2
40,0.004,10160.0,3.2
50,0.006,10160.0,3.0
60,0.004,10160.0,3.4
70,0.004,10160.0,3.0
80,0.004,10176.0,3.0
90,0.006,10592.0,3.2
100,0.008,10176.0,3.2
150,0.006,10800.0,3.6
350,0.022,10912.0,3.8
550,0.018,11488.0,3.8
750,0.024,11056.0,3.6
950,0.032,11184.0,3.8
1150,0.046,11456.0,3.8
1350,0.046,10736.0,4.0
1550,0.052,11888.0,4.0
1750,0.06,11456.0,4.0
1950,0.07,11520.0,4.0
