N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3152.0,1.36,9.34
20,0.0001,3168.0,1.97,15.74
30,0.0001,3192.0,2.0,21.29
40,0.0002,3136.0,2.0,26.45
50,0.0003,3172.0,2.0,30.96
60,0.0004,3228.0,2.0,36.18
70,0.0005,3132.0,2.02,39.98
80,0.0006,3188.0,2.01,44.46
90,0.0007000000000000001,3176.0,2.0,48.74
100,0.0008,3232.0,2.03,52.29
200,0.0024,3128.0,2.09,87.02
300,0.0046,3148.0,2.17,116.07
400,0.006999999999999999,3240.0,2.17,134.16
500,0.009899999999999999,4176.0,2.26,148.03
600,0.0125,3172.0,2.19,163.23
700,0.016,3208.0,2.22,168.69
800,0.02,3164.0,2.35,180.05
900,0.0229,3172.0,2.24,178.81
1000,0.0271,3184.0,2.28,195.72
1200,0.0358,3140.0,2.3,199.16
1400,0.045,4196.0,2.2,226.67
1600,0.0555,4196.0,2.25,220.2
1800,0.06480000000000001,4256.0,2.24,236.73
2000,0.07919999999999999,4168.0,2.31,258.64
2500,0.11130000000000001,4200.0,2.33,287.06
3000,0.1392,5176.0,2.2,298.77
3500,0.1857,5220.0,2.36,323.31
4000,0.2241,5180.0,2.33,337.7
4500,0.273,5284.0,2.36,363.31
5000,0.31739999999999996,6208.0,2.36,409.3
6000,0.4228,6220.0,2.39,422.64
7000,0.5139,7284.0,2.31,460.76
