N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3136.0,2.01,9.34
20,0.0,3172.0,2.0,15.73
30,0.0001,3152.0,2.01,21.29
40,0.0002,3224.0,2.02,26.42
50,0.0003,3164.0,2.02,31.04
60,0.0003,3192.0,2.06,36.09
70,0.0004,3172.0,2.02,39.89
80,0.0005,3172.0,2.03,44.42
90,0.0006,3128.0,2.0,48.63
100,0.0007000000000000001,3228.0,2.05,52.38
200,0.0022,3136.0,2.09,86.85
300,0.0040999999999999995,3172.0,2.19,116.2
400,0.0063,3196.0,2.22,134.46
500,0.0092,3180.0,2.3,147.46
600,0.012,3196.0,2.3,163.49
700,0.0151,3200.0,2.3,168.79
800,0.0192,3208.0,2.46,179.88
900,0.0227,3220.0,2.43,178.4
1000,0.026099999999999998,4172.0,2.42,195.78
1200,0.0346,3160.0,2.34,199.44
1400,0.044000000000000004,3232.0,2.38,226.36
1600,0.0557,3160.0,2.45,219.78
1800,0.0655,4212.0,2.44,236.29
2000,0.079,4164.0,2.49,258.77
2500,0.1106,4200.0,2.52,286.3
3000,0.1431,4212.0,2.48,298.77
3500,0.18780000000000002,4160.0,2.58,323.16
4000,0.2339,5184.0,2.65,337.27
4500,0.276,4236.0,2.64,362.5
5000,0.3231,5272.0,2.63,409.85
6000,0.4264,5280.0,2.64,422.52
7000,0.5384,6248.0,2.62,460.69
