K,Iteration,User Time (s),Memory (KB),Passes
5,1,7.77,89772.0,5
5,2,6.83,89832.0,5
5,3,7.18,89800.0,5
5,4,7.35,89724.0,5
5,5,7.25,89760.0,5
5,6,7.04,89856.0,5
5,7,7.19,89792.0,5
5,8,6.87,89768.0,5
5,9,6.93,89752.0,5
5,10,6.67,89768.0,5
5,11,7.45,89824.0,5
5,12,6.75,89808.0,5
5,13,7.2,89736.0,5
5,14,7.46,89772.0,5
5,15,6.8,89888.0,5
5,16,7.42,89824.0,5
5,17,6.81,89872.0,5
5,18,6.81,89460.0,5
5,19,7.17,89908.0,5
5,20,7.31,89908.0,5
5,21,6.69,89772.0,5
5,22,6.74,89724.0,5
5,23,6.76,89756.0,5
5,24,7.25,89908.0,5
5,25,6.94,89888.0,5
5,26,7.12,89864.0,5
5,27,7.36,89700.0,5
5,28,7.2,89720.0,5
5,29,7.04,89816.0,5
5,30,6.86,89888.0,5
5,31,6.88,89724.0,5
5,32,6.84,89476.0,5
5,33,6.67,89868.0,5
5,34,7.28,89556.0,5
5,35,7.21,89872.0,5
5,36,6.84,89800.0,5
5,37,6.74,89812.0,5
5,38,6.86,89780.0,5
5,39,7.29,89816.0,5
5,40,6.89,89768.0,5
5,41,7.18,89464.0,5
5,42,19.41,89900.0,5
5,43,7.63,89768.0,5
5,44,17.92,89876.0,5
5,45,6.52,89888.0,5
5,46,6.55,89856.0,5
5,47,6.94,89912.0,5
5,48,6.78,89720.0,5
5,49,19.94,89732.0,5
5,50,6.87,89888.0,5
