K,Iteration,User Time (s),Memory (KB),Passes
2,1,12.95,61740.0,12
2,2,12.29,61896.0,12
2,3,12.43,61836.0,12
2,4,13.12,61924.0,12
2,5,12.88,61816.0,12
2,6,13.73,61924.0,12
2,7,13.08,61768.0,12
2,8,12.9,61888.0,12
2,9,31.16,61820.0,12
2,10,13.15,61916.0,12
2,11,12.71,61928.0,12
2,12,13.04,61768.0,12
2,13,12.92,61876.0,12
2,14,12.91,61744.0,12
2,15,12.88,61752.0,12
2,16,12.92,61788.0,12
2,17,12.69,61788.0,12
2,18,13.0,61840.0,12
2,19,12.17,61840.0,12
2,20,12.58,61900.0,12
2,21,13.18,61828.0,12
2,22,32.78,61784.0,12
2,23,12.46,61820.0,12
2,24,13.2,61768.0,12
2,25,12.92,61888.0,12
2,26,13.76,61824.0,12
2,27,12.87,61744.0,12
2,28,12.86,61768.0,12
2,29,13.62,61816.0,12
2,30,13.59,61836.0,12
2,31,14.0,61752.0,12
2,32,13.84,61768.0,12
2,33,13.5,61772.0,12
2,34,33.3,61904.0,12
2,35,13.63,61900.0,12
2,36,34.8,61744.0,12
2,37,13.13,61740.0,12
2,38,13.72,61784.0,12
2,39,12.96,61916.0,12
2,40,13.71,61900.0,12
2,41,13.26,61912.0,12
2,42,13.51,61752.0,12
2,43,14.02,61916.0,12
2,44,13.97,61768.0,12
2,45,12.94,61892.0,12
2,46,13.37,61772.0,12
2,47,12.77,61784.0,12
2,48,13.35,61820.0,12
2,49,13.23,61736.0,12
2,50,12.76,61876.0,12
