K,Iteration,User Time (s),Memory (KB),Passes
3,1,25.66,72124.0,8
3,2,10.26,72032.0,8
3,3,10.26,72036.0,8
3,4,10.15,72140.0,8
3,5,11.0,72080.0,8
3,6,24.48,72084.0,8
3,7,10.17,72068.0,8
3,8,11.04,72188.0,8
3,9,10.94,72044.0,8
3,10,25.48,72084.0,8
3,11,10.51,72136.0,8
3,12,10.99,72212.0,8
3,13,10.39,72080.0,8
3,14,25.78,72112.0,8
3,15,10.43,72216.0,8
3,16,11.44,72080.0,8
3,17,10.33,72044.0,8
3,18,10.66,72132.0,8
3,19,10.48,72204.0,8
3,20,10.78,72068.0,8
3,21,11.0,72224.0,8
3,22,10.79,72068.0,8
3,23,10.99,72084.0,8
3,24,10.18,72196.0,8
3,25,10.2,72036.0,8
3,26,10.51,72196.0,8
3,27,10.97,72136.0,8
3,28,10.4,72212.0,8
3,29,11.12,72032.0,8
3,30,10.18,72032.0,8
3,31,10.2,72184.0,8
3,32,9.87,72200.0,8
3,33,10.22,72116.0,8
3,34,9.86,72144.0,8
3,35,25.43,72084.0,8
3,36,9.16,72112.0,8
3,37,9.23,72084.0,8
3,38,10.02,72068.0,8
3,39,9.24,72064.0,8
3,40,10.17,72220.0,8
3,41,9.61,72084.0,8
3,42,9.38,72076.0,8
3,43,9.9,72100.0,8
3,44,9.74,72104.0,8
3,45,9.72,72100.0,8
3,46,9.69,72080.0,8
3,47,22.85,72104.0,8
3,48,22.35,72104.0,8
3,49,24.98,72220.0,8
3,50,9.5,72144.0,8
