K,Iteration,User Time (s),Memory (KB),Passes
1,1,20.58,52028.0,22
1,2,19.01,52148.0,22
1,3,19.18,52160.0,22
1,4,20.68,52080.0,22
1,5,19.64,52068.0,22
1,6,21.18,52020.0,22
1,7,19.32,52108.0,22
1,8,20.42,52020.0,22
1,9,45.47,52068.0,22
1,10,43.84,52076.0,22
1,11,43.97,52028.0,22
1,12,21.69,51968.0,22
1,13,20.07,52068.0,22
1,14,21.63,52072.0,22
1,15,44.25,51988.0,22
1,16,21.05,52152.0,22
1,17,19.65,52140.0,22
1,18,19.68,52044.0,22
1,19,19.86,52160.0,22
1,20,19.76,52068.0,22
1,21,19.26,52048.0,22
1,22,18.98,52064.0,22
1,23,19.4,52020.0,22
1,24,19.67,52076.0,22
1,25,19.19,52104.0,22
1,26,19.24,52160.0,22
1,27,20.23,51996.0,22
1,28,18.94,52076.0,22
1,29,20.21,52112.0,22
1,30,43.98,52120.0,22
1,31,19.73,52128.0,22
1,32,19.56,52052.0,22
1,33,20.36,52156.0,22
1,34,46.47,52068.0,22
1,35,19.88,51984.0,22
1,36,21.28,51988.0,22
1,37,20.96,51980.0,22
1,38,19.93,51980.0,22
1,39,19.0,52048.0,22
1,40,19.76,52148.0,22
1,41,43.51,52080.0,22
1,42,21.38,52104.0,22
1,43,45.18,51984.0,22
1,44,20.17,52020.0,22
1,45,43.98,52016.0,22
1,46,20.36,52056.0,22
1,47,19.25,52140.0,22
1,48,21.61,52064.0,22
1,49,46.27,52104.0,22
1,50,44.62,52144.0,22
