K,Iteration,User Time (s),Memory (KB),Passes
8,1,6.35,120380.0,3
8,2,6.37,120376.0,3
8,3,6.34,120364.0,3
8,4,6.36,120396.0,3
8,5,6.6,120436.0,3
8,6,6.06,120412.0,3
8,7,5.66,120376.0,3
8,8,19.02,120400.0,3
8,9,17.95,120456.0,3
8,10,19.68,120480.0,3
8,11,17.94,120448.0,3
8,12,18.58,120460.0,3
8,13,19.98,120444.0,3
8,14,19.21,120512.0,3
8,15,20.46,120520.0,3
8,16,20.19,120512.0,3
8,17,19.96,120444.0,3
8,18,19.25,120356.0,3
8,19,20.73,120376.0,3
8,20,19.21,120444.0,3
8,21,19.36,120444.0,3
8,22,18.97,120360.0,3
8,23,18.65,120448.0,3
8,24,18.27,120440.0,3
8,25,19.31,120344.0,3
8,26,19.55,120356.0,3
8,27,18.01,120380.0,3
8,28,19.18,120488.0,3
8,29,20.09,120444.0,3
8,30,19.88,120428.0,3
8,31,19.83,120532.0,3
8,32,20.23,120380.0,3
8,33,19.63,120344.0,3
8,34,18.26,120484.0,3
8,35,20.15,120392.0,3
8,36,20.02,120536.0,3
8,37,20.26,120456.0,3
8,38,20.44,120500.0,3
8,39,19.65,120384.0,3
8,40,19.82,120336.0,3
8,41,19.55,120516.0,3
8,42,18.42,120436.0,3
8,43,20.4,120452.0,3
8,44,19.21,120504.0,3
8,45,19.11,120444.0,3
8,46,20.27,120504.0,3
8,47,18.15,120520.0,3
8,48,18.91,120348.0,3
8,49,19.35,120380.0,3
8,50,20.33,120448.0,3
