K,Iteration,User Time (s),Memory (KB),Passes
4,1,8.89,79868.0,6
4,2,8.43,79780.0,6
4,3,8.23,79720.0,6
4,4,7.95,79736.0,6
4,5,7.87,79800.0,6
4,6,8.52,79776.0,6
4,7,8.92,79788.0,6
4,8,8.12,79824.0,6
4,9,8.03,79872.0,6
4,10,8.66,79704.0,6
4,11,8.2,79816.0,6
4,12,7.87,79828.0,6
4,13,8.06,79804.0,6
4,14,7.98,79692.0,6
4,15,8.12,79864.0,6
4,16,8.46,79844.0,6
4,17,6.94,79768.0,6
4,18,7.84,79700.0,6
4,19,8.02,79872.0,6
4,20,7.83,79788.0,6
4,21,7.95,79880.0,6
4,22,8.41,79824.0,6
4,23,7.88,79876.0,6
4,24,7.99,79804.0,6
4,25,8.28,79848.0,6
4,26,7.94,79700.0,6
4,27,8.64,79852.0,6
4,28,8.06,79872.0,6
4,29,7.76,79760.0,6
4,30,8.0,79740.0,6
4,31,7.8,79860.0,6
4,32,7.86,79844.0,6
4,33,8.36,79704.0,6
4,34,8.34,79736.0,6
4,35,7.45,79756.0,6
4,36,8.72,79864.0,6
4,37,7.64,79760.0,6
4,38,7.69,79720.0,6
4,39,8.4,79784.0,6
4,40,7.74,79800.0,6
4,41,7.8,79788.0,6
4,42,7.91,79788.0,6
4,43,7.55,79856.0,6
4,44,7.62,79696.0,6
4,45,7.97,79832.0,6
4,46,8.23,79760.0,6
4,47,8.43,79872.0,6
4,48,7.95,79740.0,6
4,49,7.97,79752.0,6
4,50,8.19,79840.0,6
