K,Average User Time (s),Average Memory (KB),Passes
1,25.4658,52069.68,22
2,14.7304,61824.72,12
3,12.5738,72115.44,8
4,8.0694,79795.04,6
5,7.7492,89786.72,5
6,11.2324,99583.2,4
7,13.6986,110411.92,4
8,17.5832,120432.4,3
9,19.5628,129687.04,3
10,21.2292,139191.44,3
