N,Time (s),Memory (KB),Passes
10,0.0,4168.0,1.0
20,0.0,4168.0,1.0
30,0.0,4168.0,1.0
40,0.0,4276.0,2.0
50,0.0,4168.0,2.0
60,0.0,4196.0,2.0
70,0.0,4196.0,2.0
80,0.0,4224.0,2.0
90,0.0,4192.0,2.0
100,0.0,4168.0,2.0
150,0.0,4168.0,2.0
200,0.0,4196.0,2.06
250,0.0,4192.0,2.14
300,0.0,4196.0,2.36
350,0.0,4168.0,2.33
400,0.0,4164.0,2.41
450,0.0,4164.0,2.34
500,0.0,3132.0,2.37
550,0.0,4168.0,2.41
600,0.0,4208.0,2.32
650,0.01,4168.0,2.38
700,0.01,4196.0,2.29
750,0.01,4168.0,2.31
800,0.01,4168.0,2.29
850,0.01,4224.0,2.35
900,0.01,4172.0,2.27
950,0.01,4168.0,2.29
1000,0.01,5192.0,2.32
