N,Time (s),Memory (KB),Passes
10,0.0,4252.0,1.0
20,0.0,4168.0,1.0
30,0.0,4188.0,1.0
40,0.0,4196.0,2.0
50,0.0,4168.0,2.0
60,0.0,4188.0,2.0
70,0.0,4184.0,2.0
80,0.0,4184.0,2.03
90,0.0,4196.0,2.05
100,0.0,4168.0,2.07
150,0.0,4184.0,2.47
200,0.0,4168.0,2.62
250,0.0,4164.0,2.53
300,0.0,4196.0,2.63
350,0.0,4168.0,2.58
400,0.0,4168.0,2.62
450,0.0,4184.0,2.64
500,0.0,4192.0,2.71
550,0.0,4168.0,2.76
600,0.01,4180.0,2.77
650,0.01,4172.0,2.93
700,0.01,3152.0,2.93
750,0.01,4164.0,2.89
800,0.01,4168.0,2.95
850,0.01,4168.0,3.03
900,0.01,4168.0,2.96
950,0.01,4168.0,2.96
1000,0.01,5192.0,3.0
