M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.3147,6212.0,2.0,5.27
2000,0.24739999999999998,6180.0,2.0,8.07
3000,0.2583,7204.0,2.0,12.5
4000,0.2263,7204.0,2.0,20.88
5000,0.1852,7220.0,2.0,53.37
6000,0.1351,7204.0,2.0,337.73
7000,0.1041,7204.0,2.0,885.73
8000,0.0885,8108.0,2.0,1502.67
9000,0.0741,8228.0,2.0,2103.37
10000,0.061399999999999996,8492.0,2.0,2684.75
12000,0.045,8984.0,2.0,3643.43
14000,0.036000000000000004,9256.0,2.0,4431.06
16000,0.0305,9484.0,2.0,5077.39
18000,0.0276,10392.0,2.0,5593.52
25000,0.0259,10440.0,2.0,6818.54
30000,0.028999999999999998,11160.0,2.0,7361.46
35000,0.0317,11544.0,2.0,7736.19
40000,0.0378,12380.0,2.0,8020.68
45000,0.0366,12592.0,2.0,8249.16
50000,0.0403,12832.0,2.0,8420.19
60000,0.046900000000000004,14092.0,2.0,8685.21
70000,0.054299999999999994,15048.0,2.0,8869.93
80000,0.061200000000000004,15792.0,2.0,9011.06
90000,0.10439999999999999,16456.0,3.0,9127.47
100000,0.1092,16456.0,3.0,9156.45
200000,0.17559999999999998,16420.0,3.0,9550.55
300000,0.24739999999999998,16424.0,3.0,9717.57
400000,0.3236,16420.0,3.0,9794.27
500000,0.3987,16432.0,3.0,9839.13
600000,0.4705,16428.0,3.0,9868.22
700000,0.5431,16420.0,3.0,9888.96
800000,0.6335000000000001,16420.0,3.0,9905.64
900000,0.6899,15396.0,3.0,9915.62
1000000,0.7753,16440.0,3.03,9923.99
2000000,2.0012,16420.0,4.0,9957.76
4000000,3.9444999999999997,16752.0,4.0,9982.84
6000000,5.8481,16452.0,4.0,9989.95
8000000,7.8482,16420.0,4.0,9993.27
10000000,9.889800000000001,16416.0,4.0,9995.26
15000000,17.4699,16436.0,4.79,9997.39
20000000,24.4697,16448.0,4.95,9998.15
25000000,30.3887,16420.0,4.95,9998.71
30000000,36.3666,16456.0,4.95,9999.16
35000000,42.2143,17976.0,4.95,9999.49
40000000,48.1812,15632.0,4.95,9999.65
49995000,63.2997,17184.0,4.95,10000.0
