M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0006,41044.0,1.0,0.15
2000,0.001,44108.0,1.0,0.18
3000,0.0015,47188.0,1.0,0.44
4000,0.0021,50260.0,1.0,0.34
5000,0.0026,52260.0,1.0,0.44
6000,0.0029,57432.0,1.0,0.39
7000,0.0034999999999999996,60476.0,1.0,0.32
8000,0.0040999999999999995,62552.0,1.0,0.22
9000,0.0045000000000000005,64560.0,1.0,0.23
10000,0.005,66608.0,1.0,0.22
12000,0.0059,67652.0,1.0,0.14
14000,0.006500000000000001,68660.0,1.0,0.15
16000,0.0073,70752.0,1.0,0.05
18000,0.0079,71768.0,1.0,0.03
25000,0.01,73800.0,1.0,23.89
30000,0.011899999999999999,74824.0,1.0,46.85
35000,0.013600000000000001,72740.0,1.0,131.07
40000,0.0154,75872.0,1.0,481.53
45000,0.0158,75888.0,1.0,1074.67
50000,0.0172,75836.0,1.0,1462.3
60000,0.020499999999999997,75860.0,1.0,1702.8
70000,0.0226,76884.0,1.0,1582.69
80000,0.025099999999999997,76848.0,1.0,1482.84
90000,0.0286,75812.0,1.0,1386.25
100000,0.0305,75848.0,1.0,1303.25
200000,0.128,16468.0,2.0,9528.25
300000,0.18100000000000002,16424.0,2.0,9690.55
400000,0.2275,17460.0,2.0,9773.48
500000,0.272,16420.0,2.0,9821.64
600000,0.33299999999999996,16420.0,2.0,9855.47
700000,0.37310000000000004,16500.0,2.0,9879.73
800000,0.4239,16416.0,2.0,9896.73
900000,0.4838,16448.0,2.0,9908.58
1000000,0.5219,16536.0,2.0,9918.58
2000000,1.4918,17032.0,3.0,9958.24
4000000,3.0646,16420.0,3.0,9980.69
6000000,4.5645999999999995,16420.0,3.0,9988.43
8000000,6.0851,17052.0,3.0,9992.2
10000000,7.4468,16420.0,3.0,9994.53
15000000,11.773599999999998,16284.0,3.18,9997.12
20000000,18.801199999999998,16440.0,3.82,9998.29
25000000,23.749299999999998,16284.0,3.9,9998.85
30000000,31.3638,16292.0,3.9,9999.24
35000000,34.2979,16420.0,3.9,9999.53
40000000,38.7623,16420.0,3.9,9999.76
49995000,49.0358,16456.0,3.9,10000.0
