K,Average User Time (s),Average Memory (KB),Passes
1,0.01,3713.6,15
2,0.006,3726.4,8
3,0.0,3760.0,5
4,0.0,3781.6,4
5,0.0,3821.6,3
6,0.0,3820.0,3
7,0.0,3840.0,2
8,0.0,3849.6,2
9,0.0,3892.0,2
10,0.0,3908.8,2
