N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3228.0,1.0,2.35
20,0.0,3188.0,1.0,2.29
30,0.0,3144.0,1.0,1.94
40,0.0,3168.0,1.0,1.57
50,0.0001,4172.0,1.0,1.14
60,0.0001,3172.0,1.0,1.01
70,0.0001,3200.0,1.0,1.02
80,0.0002,3136.0,1.0,0.5
90,0.0002,3188.0,1.0,0.93
100,0.0002,3176.0,1.0,0.73
200,0.0022,3140.0,2.09,86.89
300,0.0042,3184.0,2.18,116.28
400,0.0064,3224.0,2.23,134.46
500,0.0091,3224.0,2.29,147.56
600,0.012,3172.0,2.3,163.47
700,0.015,3196.0,2.3,168.85
800,0.019299999999999998,3172.0,2.45,179.9
900,0.022400000000000003,3192.0,2.41,178.33
1000,0.026699999999999998,3196.0,2.41,195.88
1200,0.0342,3140.0,2.34,199.58
1400,0.044000000000000004,3176.0,2.36,226.34
1600,0.053899999999999997,4256.0,2.43,220.04
1800,0.0649,4164.0,2.4,236.27
2000,0.079,4212.0,2.47,258.79
2500,0.1092,4180.0,2.51,286.24
3000,0.1426,4212.0,2.48,298.76
3500,0.1845,4256.0,2.58,323.17
4000,0.2314,5288.0,2.65,337.12
4500,0.2812,5244.0,2.64,362.68
5000,0.33020000000000005,5232.0,2.62,409.97
6000,0.4285,5220.0,2.64,422.44
7000,0.5413,6256.0,2.64,460.73
