N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3184.0,1.0,2.35
20,0.0,3224.0,1.0,2.29
30,0.0,3208.0,1.0,1.94
40,0.0,3168.0,1.0,1.57
50,0.0001,3128.0,1.0,1.14
60,0.0001,3184.0,1.0,1.01
70,0.0001,3192.0,1.0,1.02
80,0.0002,3224.0,1.0,0.5
90,0.0002,3208.0,1.0,0.93
100,0.0002,4176.0,1.0,0.73
200,0.0027,3176.0,2.0,87.07
300,0.005,3172.0,2.0,116.35
400,0.0078000000000000005,3168.0,2.0,134.24
500,0.0105,3228.0,2.0,148.26
600,0.0141,3184.0,2.01,163.6
700,0.0178,4252.0,2.01,168.59
800,0.022099999999999998,4200.0,2.06,179.9
900,0.026600000000000002,4208.0,2.07,179.2
1000,0.0308,4200.0,2.09,195.97
1200,0.0403,4256.0,2.1,199.22
1400,0.0512,5276.0,2.11,226.11
1600,0.063,5236.0,2.13,220.26
1800,0.0747,5192.0,2.18,237.11
2000,0.0891,5224.0,2.23,258.86
2500,0.1234,6268.0,2.26,287.0
3000,0.15810000000000002,7304.0,2.21,298.95
3500,0.2024,7272.0,2.31,323.31
4000,0.2498,8304.0,2.32,337.56
4500,0.2978,9372.0,2.36,363.26
5000,0.35109999999999997,9328.0,2.35,409.86
6000,0.45530000000000004,11372.0,2.35,422.91
7000,0.5679,12384.0,2.3,461.08
