K,Average User Time (s),Average Memory (KB),Passes
1,27.724,137124.0,4
2,27.734,166446.4,2
3,34.77,190672.8,2
4,37.528,215536.0,2
5,40.292,218714.4,1
6,37.072,218702.4,1
7,40.748,218729.6,1
8,37.322,218680.0,1
9,40.628,218737.6,1
10,37.248,218690.4,1
