K,Average User Time (s),Average Memory (KB),Passes
1,0.02,5623.2,4
2,0.014,5328.0,3
3,0.01,5169.6,3
4,0.008,5381.6,2
5,0.01,5685.6,2
6,0.01,5939.2,2
7,0.01,6168.8,2
8,0.004,6051.2,1
9,0.006,6042.4,1
10,0.006,6012.0,1
