K,Average User Time (s),Average Memory (KB),Passes
1,8587.04,10902816.0,6
2,7272.34,9134196.0,5
3,9608.84,10732612.0,5
4,9158.85,6963196.0,4
5,7482.09,7954248.0,4
6,11695.6,7027572.0,3
7,13374.34,6114172.0,3
8,12314.29,5883376.0,3
9,15146.81,6294736.0,3
10,9875.11,9612272.0,3
