K,Average User Time (s),Average Memory (KB),Passes
1,0.138,4611.2,33
2,0.034,4869.6,8
3,0.016,5012.0,4
4,0.012,5272.8,3
5,0.014,5499.2,3
6,0.012,5765.6,3
7,0.014,6057.6,3
8,0.002,5966.4,1
9,0.002,6002.4,1
10,0.002,6047.2,1
