K,Average User Time (s),Average Memory (KB),Passes
1,374.7433,46029.3333,737
2,28.7167,54774.6667,43
3,13.4967,65176.0,18
4,8.33,75345.3333,10
5,5.4367,87218.6667,7
6,5.2467,96357.3333,6
7,3.9133,106953.3333,5
8,4.37,116057.3333,5
9,3.0833,127074.6667,4
10,3.4467,135052.0,4
