N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,2.0,9.56
20,0.0,4200.0,2.04,15.4
30,0.0001,4168.0,2.58,19.96
40,0.0002,4184.0,2.9,24.25
50,0.0002,4176.0,3.0,27.51
60,0.0003,4196.0,3.0,31.05
70,0.0004,4168.0,3.0,34.01
80,0.0005,4196.0,3.0,37.16
90,0.0005,4196.0,3.0,40.63
100,0.0006,4192.0,3.01,42.18
200,0.0016,4168.0,3.14,60.21
300,0.0028000000000000004,4168.0,3.48,74.33
400,0.004,4168.0,3.64,78.24
500,0.005699999999999999,4168.0,3.85,81.84
600,0.006999999999999999,4196.0,3.9,86.44
700,0.0087,4188.0,3.9,83.66
800,0.0103,3152.0,3.94,86.42
900,0.011899999999999999,4264.0,3.94,81.6
1000,0.0137,3104.0,3.96,90.58
1200,0.0175,4168.0,3.95,80.0
1400,0.0209,4212.0,3.96,88.88
1600,0.0255,5228.0,4.0,76.54
1800,0.0292,5220.0,4.01,79.9
2000,0.032799999999999996,5220.0,3.98,85.86
2500,0.0432,5192.0,4.03,82.0
3000,0.0533,4148.0,4.03,81.14
3500,0.067,5156.0,4.13,81.16
4000,0.0782,6216.0,4.12,76.67
