N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4208.0,2.0,9.56
20,0.0001,4168.0,2.55,15.37
30,0.0001,4168.0,2.96,19.87
40,0.0002,4168.0,2.98,24.2
50,0.0003,4168.0,3.04,27.57
60,0.0003,4212.0,3.18,31.13
70,0.0004,4196.0,3.28,34.15
80,0.0005,4168.0,3.56,37.29
90,0.0006,4184.0,3.65,40.84
100,0.0007000000000000001,4196.0,3.67,42.39
200,0.0019,3136.0,4.13,61.18
300,0.0033,4168.0,4.33,74.57
400,0.0048,4196.0,4.46,78.0
500,0.006500000000000001,4168.0,4.52,81.54
600,0.0078000000000000005,3108.0,4.51,86.33
700,0.0097,4164.0,4.63,83.49
800,0.0116,4168.0,4.58,86.17
900,0.0134,3108.0,4.55,81.47
1000,0.015300000000000001,4168.0,4.61,90.12
1200,0.0181,4188.0,4.32,79.85
1400,0.0239,4164.0,4.49,88.26
1600,0.0265,5200.0,4.23,76.36
1800,0.031,4128.0,4.38,79.95
2000,0.0348,5216.0,4.36,85.56
2500,0.0451,5192.0,4.26,82.21
3000,0.0558,5212.0,4.3,81.12
3500,0.0719,5152.0,4.4,81.17
4000,0.079,5184.0,4.2,76.81
