N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,3.09,9.55
20,0.0001,4164.0,3.97,15.59
30,0.0002,4208.0,4.41,20.0
40,0.0003,4224.0,4.92,24.4
50,0.0004,4168.0,5.06,27.71
60,0.0005,4224.0,5.36,31.29
70,0.0007000000000000001,4236.0,5.53,34.28
80,0.0008,4168.0,5.66,37.13
90,0.001,4196.0,5.97,40.86
100,0.0011,4188.0,5.98,42.77
200,0.003,4168.0,6.84,61.07
300,0.0052,4168.0,7.28,74.87
400,0.0072,4192.0,7.36,78.74
500,0.0098,4168.0,7.25,81.82
600,0.012199999999999999,4168.0,7.42,86.87
700,0.0141,4168.0,7.25,83.56
800,0.0169,4176.0,7.37,86.77
900,0.0195,4196.0,7.23,83.28
1000,0.0229,4176.0,7.46,91.25
1200,0.027999999999999997,4168.0,7.11,81.32
1400,0.0345,3108.0,7.35,89.81
1600,0.039599999999999996,5248.0,6.97,78.41
1800,0.0472,4132.0,7.06,80.96
2000,0.0557,4140.0,7.3,86.93
2500,0.0735,5188.0,7.2,84.53
3000,0.0947,4156.0,7.36,83.89
3500,0.1162,5156.0,7.22,83.04
4000,0.1356,5156.0,7.06,79.01
