N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,3.09,9.55
20,0.0001,4168.0,3.97,15.59
30,0.0002,3108.0,4.41,20.0
40,0.0003,4168.0,4.92,24.4
50,0.0004,4212.0,5.06,27.71
60,0.0005,4168.0,5.36,31.29
70,0.0007000000000000001,4168.0,5.53,34.28
80,0.0008,4172.0,5.66,37.13
90,0.001,4196.0,5.97,40.86
100,0.0011,4168.0,5.98,42.77
200,0.003,4168.0,6.84,61.07
300,0.0052,4164.0,7.28,74.87
400,0.0074,4192.0,7.36,78.74
500,0.009399999999999999,4168.0,7.25,81.82
600,0.0123,4180.0,7.42,86.87
700,0.0146,4172.0,7.25,83.56
800,0.0171,4168.0,7.37,86.77
900,0.019799999999999998,3124.0,7.23,83.28
1000,0.0229,4184.0,7.46,91.25
1200,0.0276,3192.0,7.11,81.32
1400,0.0348,4164.0,7.35,89.81
1600,0.0403,5248.0,6.97,78.41
1800,0.0478,4132.0,7.06,80.96
2000,0.0565,4132.0,7.3,86.93
2500,0.0738,4212.0,7.2,84.53
3000,0.0931,4132.0,7.36,83.89
3500,0.11320000000000001,6216.0,7.22,83.04
4000,0.1356,5156.0,7.06,79.01
4500,0.1592,6324.0,7.2,80.87
5000,0.19010000000000002,6204.0,7.28,89.89
6000,0.24109999999999998,6204.0,7.16,84.53
7000,0.3041,6180.0,7.36,85.63
8000,0.3785,7660.0,7.32,85.59
9000,0.4497,7232.0,7.29,78.83
10000,0.5254,8228.0,7.34,78.02
