K,Average User Time (s),Average Memory (KB),Passes
1,303.1833,50030.6667,571
2,15.3833,60964.0,23
3,9.8967,67925.3333,12
4,10.0933,78632.0,9
5,3.8433,90025.3333,5
6,5.29,99796.0,6
7,3.4567,107736.0,4
8,8.1767,115238.6667,11
9,2.8,125469.3333,3
10,3.14,133724.0,3
