K,Average User Time (s),Average Memory (KB),Passes
1,0.052,4729.6,14
2,0.026,5064.0,7
3,0.016,5252.8,4
4,0.018,5560.8,4
5,0.014,5709.6,3
6,0.008,5996.8,3
7,0.014,6219.2,3
8,0.004,6417.6,1
9,0.004,6447.2,1
10,0.004,6406.4,1
