K,Average User Time (s),Average Memory (KB),Passes
1,187.9633,145508.0,369
2,48.9233,153453.3333,11
3,28.4133,193081.3333,6
4,42.4067,221704.0,5
5,0.5967,231392.0,1
6,0.59,231368.0,1
7,0.5967,231392.0,1
8,0.6033,231348.0,1
9,0.5867,231398.6667,1
10,0.6,231340.0,1
