M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0005,42032.0,1.0,0.15
2000,0.0011,44148.0,1.0,0.18
3000,0.0015,47156.0,1.0,0.44
4000,0.0021,50224.0,1.0,0.34
5000,0.0025,54316.0,1.0,0.44
6000,0.0032,57420.0,1.0,0.39
7000,0.0037,58432.0,1.0,0.32
8000,0.0040999999999999995,62556.0,1.0,0.22
9000,0.0045000000000000005,63612.0,1.0,0.23
10000,0.005,66616.0,1.0,0.22
12000,0.005699999999999999,68652.0,1.0,0.14
14000,0.0066,69700.0,1.0,0.15
16000,0.0073,70732.0,1.0,0.05
18000,0.008100000000000001,70772.0,1.0,0.03
25000,0.0888,7200.0,3.18,5961.28
30000,0.09949999999999999,8260.0,3.14,6542.02
35000,0.1107,8228.0,3.15,6980.27
40000,0.1131,9264.0,3.15,7317.77
45000,0.12050000000000001,8224.0,3.09,7587.55
50000,0.1275,9284.0,3.1,7810.33
60000,0.1429,9264.0,3.13,8146.51
70000,0.157,8244.0,3.11,8395.4
80000,0.1699,9304.0,3.05,8586.94
90000,0.1833,8308.0,3.06,8739.21
100000,0.1973,8256.0,3.09,8861.83
200000,0.3272,8232.0,3.08,9428.13
300000,0.4556,8228.0,3.05,9624.28
400000,0.5757,7236.0,3.02,9719.96
500000,0.701,8276.0,2.99,9778.72
600000,0.8139,8236.0,2.91,9817.39
700000,0.9290999999999999,8228.0,2.93,9844.54
800000,1.0651000000000002,8224.0,2.95,9865.41
900000,1.1713,8256.0,2.87,9882.55
1000000,1.2967,8236.0,2.88,9894.29
2000000,2.4426,8228.0,2.7,9950.06
4000000,4.5914,9300.0,2.5,9977.07
6000000,6.592899999999999,7236.0,2.33,9986.36
8000000,8.562000000000001,8312.0,2.24,9990.65
10000000,10.5105,7276.0,2.15,9993.14
15000000,15.299900000000001,9284.0,2.07,9996.24
20000000,20.2503,8228.0,2.03,9997.69
25000000,25.5634,8264.0,2.03,9998.56
30000000,30.1267,8228.0,2.02,9999.24
35000000,35.3865,8224.0,2.01,9999.49
40000000,41.4333,7204.0,2.01,9999.68
49995000,50.2382,7220.0,2.0,10000.0
