M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0039900000000000005,6224.0,2.0,4.969
2000,0.0076500000000000005,7260.0,2.004,7.451
3000,0.00923,7220.0,2.021,11.003
4000,0.00752,6208.0,2.109,18.082
5000,0.0143,7252.0,2.556,44.969
6000,0.02156,7220.0,3.83,290.198
7000,0.0348,7200.0,4.095,737.499
8000,0.06166,8268.0,4.101,1236.5
9000,0.05838,7216.0,4.133,1726.44
10000,0.06534999999999999,7252.0,4.141,2189.62
12000,0.08781,7232.0,4.142,3006.72
14000,0.10368000000000001,7244.0,4.142,3694.6
16000,0.11704,8228.0,4.155,4269.43
18000,0.13162000000000001,8224.0,4.149,4750.32
25000,0.16234,8272.0,4.121,5956.42
30000,0.18109,8284.0,4.138,6536.01
35000,0.1977,8228.0,4.131,6968.45
40000,0.19826,8228.0,4.106,7309.05
45000,0.22476,8224.0,4.098,7580.41
50000,0.23854,8228.0,4.113,7801.35
60000,0.24897999999999998,8228.0,4.102,8144.19
70000,0.27155,8252.0,4.1,8393.76
80000,0.28198,9256.0,4.108,8586.05
90000,0.33083999999999997,8292.0,4.098,8738.64
100000,0.33507,8284.0,4.078,8861.6
200000,0.6087400000000001,8228.0,4.047,9426.42
300000,0.86622,8228.0,4.021,9620.9
400000,1.11351,8228.0,3.991,9717.71
500000,1.3486600000000002,8248.0,3.988,9776.36
600000,1.5695999999999999,8224.0,3.932,9815.41
700000,1.27766,9256.0,3.925,9842.58
800000,1.9064,8224.0,3.891,9863.73
900000,1.87235,8276.0,3.849,9879.91
1000000,2.40312,8256.0,3.835,9892.8
2000000,4.203810000000001,7204.0,3.616,9949.95
