M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00065,377940.0,1.0,0.122
2000,0.00173,403512.0,1.0,0.19
3000,0.0017,428144.0,1.0,0.325
4000,0.0023,459832.0,1.0,0.403
5000,0.00411,493660.0,1.0,0.471
6000,0.0034500000000000004,527428.0,1.0,0.408
7000,0.00405,558164.0,1.0,0.362
8000,0.0047,581680.0,1.0,0.298
9000,0.0074800000000000005,601164.0,1.0,0.215
10000,0.00807,614456.0,1.0,0.206
12000,0.00949,636968.0,1.0,0.17
14000,0.0104,649308.0,1.0,0.119
16000,0.011779999999999999,658524.0,1.0,0.065
18000,0.01288,661540.0,1.0,0.05
25000,0.11259000000000001,9252.0,2.0,5957.13
30000,0.13941,9280.0,2.0,6536.33
35000,0.16371,9316.0,2.0,6967.98
40000,0.17484,9252.0,2.0,7306.8
45000,0.1655,9252.0,2.0,7579.66
50000,0.14556,10296.0,2.005,7801.9
60000,0.2195,9280.0,2.025,8144.75
70000,0.21128,9280.0,2.049,8393.95
80000,0.22629,9268.0,2.071,8586.49
90000,0.23802,9252.0,2.111,8738.49
100000,0.29231,9284.0,2.165,8859.53
200000,0.50754,10300.0,2.911,9426.31
300000,0.6814600000000001,10328.0,2.919,9620.14
400000,0.85833,9252.0,2.91,9718.56
500000,1.00498,9272.0,2.909,9776.65
600000,1.1996600000000002,10332.0,2.879,9815.02
700000,0.9843200000000001,9296.0,2.876,9842.48
800000,1.2935,9276.0,2.837,9863.04
900000,1.68635,9308.0,2.791,9879.74
1000000,1.4247999999999998,9332.0,2.804,9892.52
2000000,3.3155799999999997,9332.0,2.624,9949.84
4000000,5.57283,9300.0,2.403,9977.63
