M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0005,41052.0,1.0,0.15
2000,0.0011,45100.0,1.0,0.18
3000,0.0016,46136.0,1.0,0.44
4000,0.0021,50244.0,1.0,0.34
5000,0.0026,54304.0,1.0,0.44
6000,0.0031,56412.0,1.0,0.39
7000,0.0034999999999999996,59456.0,1.0,0.32
8000,0.0042,62532.0,1.0,0.22
9000,0.0045000000000000005,63556.0,1.0,0.23
10000,0.0052,65600.0,1.0,0.22
12000,0.005699999999999999,68664.0,1.0,0.14
14000,0.0066,68664.0,1.0,0.15
16000,0.0072,70724.0,1.0,0.05
18000,0.008100000000000001,69756.0,1.0,0.03
25000,0.0974,9252.0,2.0,5962.84
30000,0.10300000000000001,9248.0,2.0,6534.66
35000,0.1119,10324.0,2.0,6970.19
40000,0.1133,9252.0,2.0,7307.38
45000,0.1195,10288.0,2.0,7581.6
50000,0.1261,9280.0,2.0,7801.21
60000,0.13849999999999998,9320.0,2.01,8146.79
70000,0.1505,9260.0,2.04,8398.75
80000,0.16219999999999998,9268.0,2.07,8590.04
90000,0.1721,9252.0,2.06,8743.16
100000,0.1826,9252.0,2.06,8862.17
200000,0.3201,10288.0,2.86,9426.01
300000,0.4359,9252.0,2.91,9620.28
400000,0.5518,9252.0,2.92,9717.86
500000,0.6576000000000001,9252.0,2.93,9775.8
600000,0.7587,9296.0,2.86,9815.92
700000,0.8687,9252.0,2.89,9842.46
800000,0.9647,9304.0,2.86,9863.29
900000,1.0536,9252.0,2.8,9880.91
1000000,1.1626,9252.0,2.78,9893.73
2000000,2.1157,8224.0,2.62,9950.15
4000000,3.8775,8260.0,2.41,9977.58
6000000,5.5586,10288.0,2.28,9986.38
8000000,7.097300000000001,9340.0,2.18,9990.3
10000000,8.8003,9252.0,2.11,9992.87
15000000,12.853499999999999,9252.0,2.07,9996.28
20000000,16.8673,8228.0,2.05,9997.71
25000000,21.192800000000002,8228.0,2.04,9998.57
