M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00065,376896.0,1.0,0.122
2000,0.00172,403532.0,1.0,0.19
3000,0.00173,427080.0,1.0,0.325
4000,0.00233,459828.0,1.0,0.403
5000,0.00417,493652.0,1.0,0.471
6000,0.0035099999999999997,526412.0,1.0,0.408
7000,0.00404,557092.0,1.0,0.362
8000,0.004690000000000001,580644.0,1.0,0.298
9000,0.0074199999999999995,601124.0,1.0,0.215
10000,0.00808,615472.0,1.0,0.206
12000,0.009519999999999999,637020.0,1.0,0.17
14000,0.01038,649308.0,1.0,0.119
16000,0.01185,658500.0,1.0,0.065
18000,0.01292,663600.0,1.0,0.05
25000,0.11614000000000001,9312.0,3.145,5961.81
30000,0.11733,7204.0,3.125,6537.69
35000,0.16582,9292.0,3.129,6972.73
40000,0.17762,8228.0,3.118,7311.39
45000,0.17112,8288.0,3.113,7579.82
50000,0.14565999999999998,9284.0,3.122,7804.32
60000,0.22130000000000002,8280.0,3.125,8144.16
70000,0.23771,8252.0,3.093,8395.53
80000,0.21675,7252.0,3.085,8586.17
90000,0.27573000000000003,8308.0,3.098,8738.49
100000,0.29135,7292.0,3.081,8860.89
200000,0.51673,8312.0,3.057,9426.36
300000,0.70223,8312.0,3.021,9620.3
400000,0.93016,8228.0,3.001,9717.74
500000,1.1039,8312.0,2.964,9776.69
600000,1.2101199999999999,8280.0,2.935,9815.43
700000,1.4736300000000002,9268.0,2.922,9842.98
800000,1.64686,8256.0,2.915,9864.08
900000,1.84806,8244.0,2.873,9880.33
1000000,1.7633299999999998,8224.0,2.86,9892.6
2000000,3.54544,8276.0,2.654,9950.24
4000000,7.04903,8228.0,2.448,9977.75
6000000,10.256590000000001,8280.0,2.292,9986.4
8000000,12.777239999999999,7212.0,2.217,9990.93
