M,Time (s),Memory (KB),Passes
100,0.0,4144.0,2.23
200,0.0,3108.0,3.26
300,0.0,4152.0,3.55
400,0.0,3136.0,3.79
500,0.0,4152.0,3.95
600,0.0,4192.0,4.02
700,0.0,4188.0,4.07
800,0.0,4192.0,4.18
900,0.0,3108.0,4.23
1000,0.0,4136.0,4.28
2000,0.01,4160.0,4.74
3000,0.01,4152.0,5.14
4000,0.01,3116.0,5.5
5000,0.01,3192.0,5.8
6000,0.01,4152.0,6.08
7000,0.02,4152.0,6.39
8000,0.02,3136.0,6.66
9000,0.02,3108.0,6.9
10000,0.02,3108.0,7.15
11000,0.02,3168.0,7.43
12000,0.03,3108.0,7.69
13000,0.03,3108.0,7.97
14000,0.03,3192.0,8.21
15000,0.04,3172.0,8.48
16000,0.04,3136.0,8.73
17000,0.04,4144.0,9.01
18000,0.05,4152.0,9.29
19000,0.05,3104.0,9.58
20000,0.05,4180.0,9.87
30000,0.1,3108.0,12.95
40000,0.17,3124.0,16.86
50000,0.27,3108.0,20.55
60000,0.36,3144.0,23.27
70000,0.44,3124.0,25.22
80000,0.53,3152.0,26.65
90000,0.64,3192.0,27.71
100000,0.73,3136.0,28.5
200000,1.58,3108.0,31.53
300000,2.42,3104.0,32.68
400000,3.39,3108.0,33.49
