M,Time (s),Memory (KB),Passes
100,0.0,4136.0,2.0
200,0.0,4176.0,2.0
300,0.0,4172.0,2.0
400,0.0,4192.0,2.0
500,0.0,3184.0,2.0
600,0.0,3108.0,2.0
700,0.0,3140.0,2.0
800,0.0,4152.0,2.0
900,0.0,4188.0,2.0
1000,0.0,3152.0,2.01
2000,0.0,3176.0,2.23
3000,0.01,4148.0,3.07
4000,0.01,4144.0,3.16
5000,0.01,4152.0,3.22
6000,0.01,4156.0,3.28
7000,0.01,3188.0,3.32
8000,0.01,4172.0,3.37
9000,0.01,4160.0,3.43
10000,0.01,4132.0,3.65
11000,0.01,4132.0,3.99
12000,0.02,4196.0,4.23
13000,0.02,5160.0,4.32
14000,0.02,4204.0,4.37
15000,0.02,5208.0,4.4
16000,0.02,4132.0,4.43
17000,0.02,4132.0,4.5
18000,0.02,4132.0,4.65
19000,0.03,4144.0,4.93
20000,0.03,4176.0,5.15
30000,0.05,4160.0,6.29
40000,0.08,4164.0,7.84
50000,0.12,4148.0,9.17
60000,0.16,4132.0,10.2
70000,0.2,4128.0,10.94
80000,0.24,4132.0,11.48
90000,0.27,4148.0,11.88
100000,0.31,4160.0,12.17
200000,0.68,4132.0,13.64
300000,1.07,4160.0,14.31
400000,1.47,4132.0,14.8
