K,Average User Time (s),Average Memory (KB),Passes
1,0.022,4548.8,4
2,0.022,4615.2,4
3,0.024,4455.2,4
4,0.02,4459.2,4
5,0.022,4388.8,4
6,0.02,4492.8,4
7,0.022,4398.4,4
8,0.022,4519.2,4
9,0.022,4393.6,4
10,0.02,4428.8,4
