K,Average User Time (s),Average Memory (KB),Passes
1,4.982,84832.8,4
2,4.916,84808.0,4
3,4.21,104140.8,4
4,4.156,88844.8,4
5,4.332,79304.8,4
6,4.318,77420.0,4
7,4.314,83012.0,4
8,4.156,96230.4,4
9,4.232,93303.2,4
10,4.238,77684.8,4
