N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,4e-05,3132.0,1.0,10.0
20,0.00013000000000000002,4148.0,1.01,20.0
30,0.00031,3124.0,1.042,30.0
40,0.00038,4144.0,1.091,40.0
50,0.00085,4152.0,1.117,50.0
60,0.00125,4180.0,1.16,60.0
70,0.00174,4188.0,1.173,70.0
80,0.00227,4192.0,1.231,80.0
90,0.0029,3140.0,1.284,90.0
100,0.00372,3164.0,1.308,100.0
200,0.01778,4132.0,1.608,200.0
300,0.03012,3136.0,1.771,300.0
400,0.08226,3188.0,1.858,400.0
500,0.11093,3156.0,1.92,500.0
600,0.15841999999999998,4144.0,1.95,600.0
700,0.26026,3136.0,1.96,700.0
800,0.27573000000000003,3136.0,1.978,800.0
900,0.41698,3104.0,1.989,900.0
1000,0.45852,4156.0,1.992,1000.0
