N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4136.0,1.4,10.0
20,0.0001,4144.0,1.96,20.0
30,0.0003,3120.0,2.0,30.0
40,0.0005,3136.0,2.0,40.0
50,0.0008,4168.0,2.0,50.0
60,0.0012,4148.0,2.0,60.0
70,0.0017000000000000001,4168.0,2.0,70.0
80,0.0022,4172.0,2.0,80.0
90,0.0027,3128.0,2.0,90.0
100,0.0034000000000000002,4188.0,2.0,100.0
200,0.0137,4144.0,2.0,200.0
300,0.0313,4168.0,2.0,300.0
400,0.0557,4184.0,2.0,400.0
500,0.086,3108.0,2.0,500.0
600,0.1229,3144.0,2.0,600.0
700,0.17079999999999998,4164.0,2.0,700.0
800,0.2236,3144.0,2.0,800.0
900,0.2814,3104.0,2.0,900.0
1000,0.3514,4136.0,2.0,1000.0
1200,0.5193,3152.0,2.0,1200.0
1400,0.7090000000000001,5208.0,2.0,1400.0
1600,0.9419,4132.0,2.0,1600.0
1800,1.1891,4132.0,2.0,1800.0
2000,1.4752,4132.0,2.0,2000.0
2500,2.3164,4132.0,2.0,2500.0
3000,3.3958,5168.0,2.0,3000.0
3500,4.6529,5184.0,2.01,3500.0
4000,6.0939,5156.0,2.0,4000.0
4500,7.8267999999999995,5204.0,2.0,4500.0
5000,9.5804,5240.0,2.0,5000.0
6000,14.3156,7204.0,2.0,6000.0
7000,19.7259,7204.0,2.0,7000.0
