N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4144.0,3.0,10.0
20,0.0002,4144.0,3.0,20.0
30,0.0004,4140.0,3.0,30.0
40,0.0007000000000000001,3160.0,3.0,40.0
50,0.0011,3124.0,3.0,50.0
60,0.0016,4184.0,3.0,60.0
70,0.0023,3124.0,3.0,70.0
80,0.0029,4184.0,3.0,80.0
90,0.0038,3120.0,3.01,90.0
100,0.0046,3108.0,3.0,100.0
200,0.0192,4140.0,3.01,200.0
300,0.0447,3160.0,3.0,300.0
400,0.0788,3164.0,3.0,400.0
500,0.1243,3156.0,3.0,500.0
600,0.18359999999999999,3128.0,3.0,600.0
700,0.24780000000000002,4144.0,3.0,700.0
800,0.32380000000000003,3108.0,3.0,800.0
900,0.41609999999999997,3136.0,3.01,900.0
1000,0.5229,3108.0,3.0,1000.0
1200,0.7597,3136.0,3.0,1200.0
1400,1.0461,3108.0,3.0,1400.0
1600,1.3944,4132.0,3.0,1600.0
1800,1.7465000000000002,5172.0,3.0,1800.0
2000,2.1821,4132.0,3.0,2000.0
2500,3.4622,4152.0,3.0,2500.0
3000,4.9998000000000005,4160.0,3.0,3000.0
3500,6.929500000000001,5172.0,3.0,3500.0
4000,9.1061,5156.0,3.01,4000.0
4500,11.691300000000002,5184.0,3.0,4500.0
5000,14.4017,5156.0,3.0,5000.0
6000,21.4981,5220.0,3.0,6000.0
7000,29.706300000000002,7204.0,3.01,7000.0
