K,Average User Time (s),Average Memory (KB),Passes
1,69.68,91488.0,40
2,41.84,100084.0,17
3,29.68,116616.0,12
4,20.65,135632.0,9
5,25.84,148636.0,8
6,15.7,166908.0,6
7,20.12,180040.0,6
8,13.51,196368.0,5
9,18.43,212956.0,5
10,12.36,228356.0,4
