K,Average User Time (s),Average Memory (KB),Passes
1,318.72,49138.6667,692
2,12.1133,53482.6667,10
3,7.5433,64876.0,6
4,7.5033,73061.3333,5
5,6.4567,81889.3333,4
6,8.9,91188.0,4
7,5.0033,101025.3333,3
8,6.2767,111602.6667,3
9,8.3033,122362.6667,3
10,3.5533,132796.0,2
