K,Average User Time (s),Average Memory (KB),Passes
1,0.5,60007.2,2
2,0.424,61311.2,1
3,0.422,61346.4,1
4,0.424,61344.8,1
5,0.422,61382.4,1
6,0.422,61361.6,1
7,0.43,61338.4,1
8,0.418,61374.4,1
9,0.432,61354.4,1
10,0.424,61324.8,1
