N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,1e-05,5192.0,1.0,2.346
20,4e-05,5192.0,1.0,4.6
30,5e-05,6216.0,1.0,6.606
40,0.00019,4192.0,2.084,36.185
50,0.00025,4168.0,2.097,44.966
60,0.00032,4168.0,2.124,53.774
70,0.00038,4168.0,2.144,62.73
80,0.00047,4168.0,2.197,71.556
90,0.00055,4192.0,2.226,80.323
100,0.0006,4196.0,2.233,89.175
200,0.00155,4168.0,2.378,178.481
300,0.00261,4224.0,2.516,267.322
400,0.00378,4168.0,2.586,357.062
500,0.0049900000000000005,4196.0,2.665,446.632
600,0.010289999999999999,3156.0,2.71,536.916
700,0.01264,3148.0,2.757,626.602
800,0.01471,4180.0,2.778,717.202
900,0.01317,3108.0,2.81,806.854
1000,0.01668,3108.0,2.824,897.548
1200,0.019309999999999997,4204.0,2.877,1078.56
1400,0.026539999999999998,3124.0,2.912,1259.55
1600,0.03321,4144.0,2.908,1441.38
1800,0.028149999999999998,5292.0,2.939,1623.07
2000,0.03363,3108.0,2.951,1805.05
2500,0.04363,5260.0,2.979,2260.27
3000,0.054240000000000003,4160.0,2.995,2716.25
3500,0.06736,6216.0,3.003,3172.58
4000,0.08062000000000001,5192.0,3.04,3630.25
4500,0.09559000000000001,5156.0,3.029,4087.52
5000,0.10538,5156.0,3.047,4545.74
6000,0.13832,7240.0,3.057,5460.97
7000,0.16941,6192.0,3.042,6380.08
8000,0.20142,8264.0,3.052,7299.13
9000,0.23082,7204.0,3.067,8219.26
10000,0.26941000000000004,8268.0,3.067,9138.99
