N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5e-05,4196.0,2.989,9.636
20,0.0001,4164.0,3.021,18.457
30,0.00017,4192.0,3.042,27.358
40,0.00023999999999999998,4168.0,3.062,36.069
50,0.00033,4236.0,3.102,44.998
60,0.00041,4168.0,3.122,53.802
70,0.0005,4168.0,3.156,62.659
80,0.0006,3108.0,3.199,71.483
90,0.00067,4196.0,3.212,80.341
100,0.0008,4168.0,3.214,89.297
200,0.0019399999999999999,3108.0,3.395,178.251
300,0.00333,4168.0,3.5,267.68
400,0.00466,3108.0,3.596,357.349
500,0.00632,4168.0,3.62,446.82
600,0.01291,3108.0,3.699,536.607
700,0.01502,4168.0,3.748,626.69
800,0.01661,3144.0,3.784,717.279
900,0.02102,4196.0,3.799,806.881
1000,0.02017,3108.0,3.826,897.419
1200,0.028120000000000003,4192.0,3.855,1078.59
1400,0.02984,4168.0,3.884,1259.96
1600,0.04277,4164.0,3.894,1440.9
1800,0.03435,4188.0,3.939,1622.47
2000,0.040369999999999996,5240.0,3.961,1804.37
2500,0.053329999999999995,5196.0,3.974,2259.8
3000,0.06614,5192.0,4.006,2715.94
3500,0.08206999999999999,5156.0,4.023,3172.54
4000,0.0955,6212.0,4.026,3629.35
4500,0.11205,5156.0,4.045,4087.63
5000,0.1261,5156.0,4.047,4545.86
6000,0.16071000000000002,6180.0,4.048,5461.06
7000,0.19978,7200.0,4.062,6380.5
8000,0.24221,7204.0,4.065,7299.66
9000,0.27311,8256.0,4.061,8216.9
10000,0.32430000000000003,8224.0,4.085,9139.58
