K,Iteration,User Time (s),Memory (KB),Passes
1,1,13.41,58352.0,5
1,2,14.24,58324.0,5
1,3,13.22,58364.0,5
1,4,13.38,58352.0,5
1,5,13.35,58404.0,5
1,6,13.8,58312.0,5
1,7,13.34,58412.0,5
1,8,13.39,58492.0,5
1,9,13.48,58356.0,5
1,10,13.28,58376.0,5
1,11,13.41,58376.0,5
1,12,13.38,58384.0,5
1,13,13.75,58444.0,5
1,14,13.85,58388.0,5
1,15,13.56,58496.0,5
1,16,13.87,58404.0,5
1,17,14.12,58460.0,5
1,18,13.17,58492.0,5
1,19,13.38,58356.0,5
1,20,13.99,58440.0,5
1,21,13.17,58356.0,5
1,22,14.51,58416.0,5
1,23,28.25,58384.0,5
1,24,13.97,58468.0,5
1,25,13.09,58372.0,5
1,26,15.78,58488.0,5
1,27,18.81,58356.0,5
1,28,19.0,58320.0,5
1,29,19.45,58444.0,5
1,30,19.95,58468.0,5
1,31,18.62,58404.0,5
1,32,19.01,58412.0,5
1,33,18.07,58412.0,5
1,34,19.12,58476.0,5
1,35,18.88,58320.0,5
1,36,18.89,58336.0,5
1,37,18.66,58372.0,5
1,38,18.45,58340.0,5
1,39,19.22,58316.0,5
1,40,19.02,58408.0,5
1,41,18.77,58372.0,5
1,42,18.12,58384.0,5
1,43,13.39,58388.0,5
1,44,13.04,58340.0,5
1,45,14.8,58308.0,5
1,46,13.04,58416.0,5
1,47,13.88,58404.0,5
1,48,13.87,58352.0,5
1,49,13.42,58400.0,5
1,50,13.52,58484.0,5
