K,Iteration,User Time (s),Memory (KB),Passes
3,1,24.82,82948.0,2
3,2,24.54,82888.0,2
3,3,24.64,82936.0,2
3,4,25.16,82944.0,2
3,5,24.34,82868.0,2
3,6,24.45,82904.0,2
3,7,24.51,83020.0,2
3,8,24.67,82896.0,2
3,9,24.94,82904.0,2
3,10,24.74,82912.0,2
3,11,24.73,82952.0,2
3,12,24.7,82924.0,2
3,13,24.74,82960.0,2
3,14,25.27,82960.0,2
3,15,24.95,82892.0,2
3,16,25.19,82964.0,2
3,17,25.79,82888.0,2
3,18,26.66,82836.0,2
3,19,26.21,82960.0,2
3,20,26.34,82872.0,2
3,21,27.15,82940.0,2
3,22,26.87,82872.0,2
3,23,26.23,82956.0,2
3,24,24.61,82908.0,2
3,25,24.66,82860.0,2
3,26,24.52,82964.0,2
3,27,24.8,82992.0,2
3,28,24.47,82968.0,2
3,29,24.89,82904.0,2
3,30,24.77,82920.0,2
3,31,24.62,82908.0,2
3,32,24.19,82888.0,2
3,33,22.92,82924.0,2
3,34,23.79,83036.0,2
3,35,21.98,83044.0,2
3,36,20.31,82904.0,2
3,37,27.29,83000.0,2
3,38,26.64,82964.0,2
3,39,26.19,82896.0,2
3,40,26.82,83008.0,2
3,41,27.07,82904.0,2
3,42,27.07,82960.0,2
3,43,27.09,82888.0,2
3,44,25.75,82960.0,2
3,45,24.55,82956.0,2
3,46,26.01,82948.0,2
3,47,18.65,82960.0,2
3,48,27.41,82904.0,2
3,49,17.64,82860.0,2
3,50,27.95,82908.0,2
