K,Iteration,User Time (s),Memory (KB),Passes
6,1,34.25,118608.0,2
6,2,25.27,118596.0,2
6,3,34.76,118532.0,2
6,4,25.53,118636.0,2
6,5,35.04,118652.0,2
6,6,25.73,118636.0,2
6,7,33.52,118680.0,2
6,8,34.37,118500.0,2
6,9,33.35,118596.0,2
6,10,33.2,118536.0,2
6,11,33.36,118508.0,2
6,12,35.85,118660.0,2
6,13,25.42,118464.0,2
6,14,28.15,118648.0,2
6,15,26.24,118532.0,2
6,16,26.22,118560.0,2
6,17,26.62,118592.0,2
6,18,35.14,118572.0,2
6,19,26.67,118628.0,2
6,20,26.66,118600.0,2
6,21,27.72,118588.0,2
6,22,27.36,118608.0,2
6,23,27.19,118512.0,2
6,24,27.54,118532.0,2
6,25,27.53,118460.0,2
6,26,30.27,118664.0,2
6,27,32.53,118664.0,2
6,28,40.82,118620.0,2
6,29,31.09,118552.0,2
6,30,40.35,118656.0,2
6,31,31.83,118544.0,2
6,32,41.12,118492.0,2
6,33,33.22,118648.0,2
6,34,40.9,118472.0,2
6,35,32.49,118568.0,2
6,36,31.53,118600.0,2
6,37,39.56,118476.0,2
6,38,32.25,118532.0,2
6,39,40.29,118536.0,2
6,40,41.89,118504.0,2
6,41,41.11,118584.0,2
6,42,39.39,118552.0,2
6,43,34.15,118552.0,2
6,44,33.62,118548.0,2
6,45,32.79,118528.0,2
6,46,33.45,118432.0,2
6,47,37.52,118524.0,2
6,48,33.52,118596.0,2
6,49,32.02,118412.0,2
6,50,30.86,118480.0,2
