K,Iteration,User Time (s),Memory (KB),Passes
10,1,90.2,122920.0,1
10,2,84.23,123136.0,1
10,3,95.54,122960.0,1
10,4,100.03,123224.0,1
10,5,91.09,123168.0,1
10,6,88.35,123264.0,1
10,7,86.17,123232.0,1
10,8,98.52,123272.0,1
10,9,94.76,123128.0,1
10,10,90.49,123276.0,1
10,11,84.12,123312.0,1
10,12,97.41,123256.0,1
10,13,86.33,123040.0,1
10,14,87.76,123296.0,1
10,15,98.52,123132.0,1
10,16,95.77,123076.0,1
10,17,97.73,123204.0,1
10,18,98.62,123284.0,1
10,19,89.51,123228.0,1
10,20,86.74,123192.0,1
10,21,95.64,122592.0,1
10,22,107.89,123016.0,1
10,23,101.46,122580.0,1
10,24,107.46,122968.0,1
10,25,108.13,123016.0,1
10,26,63.53,123152.0,1
10,27,67.22,123132.0,1
10,28,65.55,123088.0,1
10,29,99.3,122600.0,1
10,30,95.93,123136.0,1
10,31,90.8,122772.0,1
10,32,104.57,123144.0,1
10,33,55.41,123120.0,1
10,34,105.39,123156.0,1
10,35,104.27,123004.0,1
10,36,107.76,122924.0,1
10,37,102.61,123164.0,1
10,38,102.4,123128.0,1
10,39,101.62,123056.0,1
10,40,105.08,123020.0,1
10,41,92.07,123080.0,1
10,42,111.74,122928.0,1
10,43,58.28,123064.0,1
10,44,111.42,123032.0,1
10,45,108.1,123092.0,1
10,46,108.08,123004.0,1
10,47,96.76,123164.0,1
10,48,98.23,123104.0,1
10,49,102.93,122884.0,1
10,50,56.14,123176.0,1
