K,Iteration,User Time (s),Memory (KB),Passes
4,1,27.91,95096.0,2
4,2,21.05,94956.0,2
4,3,29.12,95004.0,2
4,4,21.39,95104.0,2
4,5,29.12,95004.0,2
4,6,29.24,95088.0,2
4,7,21.48,95088.0,2
4,8,30.22,95172.0,2
4,9,27.78,95188.0,2
4,10,31.25,95008.0,2
4,11,28.67,95188.0,2
4,12,31.02,95080.0,2
4,13,29.88,95096.0,2
4,14,31.36,95008.0,2
4,15,27.82,95156.0,2
4,16,21.5,95016.0,2
4,17,30.86,95088.0,2
4,18,19.42,95188.0,2
4,19,29.51,95164.0,2
4,20,18.61,95048.0,2
4,21,18.99,95000.0,2
4,22,18.07,95012.0,2
4,23,17.61,95184.0,2
4,24,17.66,95004.0,2
4,25,17.37,95084.0,2
4,26,18.38,95068.0,2
4,27,17.77,95088.0,2
4,28,17.7,95104.0,2
4,29,17.44,95048.0,2
4,30,17.68,95180.0,2
4,31,18.02,95156.0,2
4,32,17.45,95032.0,2
4,33,17.83,95108.0,2
4,34,18.5,95104.0,2
4,35,18.18,95156.0,2
4,36,16.98,95084.0,2
4,37,18.85,95016.0,2
4,38,17.57,95088.0,2
4,39,20.5,95000.0,2
4,40,20.63,95136.0,2
4,41,30.69,95088.0,2
4,42,20.58,95036.0,2
4,43,29.79,95140.0,2
4,44,29.25,95184.0,2
4,45,21.34,95180.0,2
4,46,20.51,95104.0,2
4,47,26.32,95052.0,2
4,48,20.55,95096.0,2
4,49,31.36,95072.0,2
4,50,20.21,95092.0,2
