K,Average User Time (s),Average Memory (KB),Passes
1,15.6228,58394.0,5
2,26.5698,71077.6,3
3,24.966,82930.64,2
4,23.0198,95088.72,2
5,27.9706,106711.44,2
6,32.6252,118563.44,2
7,40.5446,123149.44,1
8,54.6102,123108.0,1
9,87.557,123147.76,1
10,93.5532,123077.92,1
