K,Average User Time (s),Average Memory (KB),Passes
1,11.092,89856.8,4
2,11.79,106231.2,2
3,12.456,123111.2,2
4,13.466,138706.4,2
5,14.21,142632.8,1
6,12.82,142677.6,1
7,14.356,142661.6,1
8,13.45,142672.0,1
9,14.202,142675.2,1
10,13.564,142632.8,1
