K,Average User Time (s),Average Memory (KB),Passes
1,1.43,13288.0,43
2,0.92,15836.0,8
3,0.74,18576.0,3
4,0.03,18276.0,2
5,0.04,18224.0,2
6,0.03,18344.0,2
7,0.04,18208.0,2
8,0.03,18364.0,2
9,0.03,18344.0,2
10,0.03,18212.0,2
