N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5232.0,1.0,2.346
20,2e-05,5192.0,1.0,4.6
30,5.9999999999999995e-05,6264.0,1.0,6.606
40,8e-05,7240.0,1.0,8.433
50,0.0001,7276.0,1.0,10.19
60,0.00011999999999999999,6180.0,1.0,11.869
70,0.00014000000000000001,9284.0,1.0,13.562
80,0.00016,9288.0,1.0,14.981
90,0.0002,10312.0,1.0,16.816
100,0.00022,11336.0,1.0,18.202
200,0.00049,16420.0,1.0,33.038
300,0.0007700000000000001,24652.0,1.0,46.771
400,0.0010400000000000001,29752.0,1.0,60.307
500,0.00141,38984.0,1.0,73.048
600,0.0028,45128.0,1.0,85.738
700,0.00337,51280.0,1.0,98.12
800,0.00408,59464.0,1.0,110.507
900,0.00311,65572.0,1.0,122.382
1000,0.00348,73828.0,1.0,134.518
1200,0.01462,4168.0,2.0,1104.57
1400,0.01943,6236.0,2.0,1288.48
1600,0.0208,5156.0,2.0,1473.62
1800,0.016829999999999998,6216.0,2.0,1658.28
2000,0.01859,6244.0,2.0,1842.56
2500,0.02392,7240.0,2.0,2306.04
3000,0.029670000000000002,7232.0,2.0,2769.83
3500,0.034659999999999996,8264.0,2.0,3233.49
4000,0.039369999999999995,9288.0,2.0,3698.59
4500,0.04628,9252.0,2.0,4164.5
5000,0.05138,10368.0,2.0,4629.32
6000,0.06420000000000001,11332.0,2.0,5561.55
7000,0.07522,12356.0,2.0,6494.49
8000,0.08853,14428.0,2.0,7429.09
9000,0.09803,15396.0,2.0,8363.15
10000,0.11379,16436.0,2.0,9298.98
