N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5212.0,1.0,2.346
20,2.9999999999999997e-05,5192.0,1.0,4.6
30,5.9999999999999995e-05,6244.0,1.0,6.606
40,8e-05,5184.0,1.0,8.433
50,0.0001,7240.0,1.0,10.19
60,0.00011999999999999999,6180.0,1.0,11.869
70,0.00014000000000000001,9288.0,1.0,13.562
80,0.00017,9284.0,1.0,14.981
90,0.00019,10312.0,1.0,16.816
100,0.00022,9252.0,1.0,18.202
200,0.0005,18516.0,1.0,33.038
300,0.00079,23608.0,1.0,46.771
400,0.00106,31884.0,1.0,60.307
500,0.0013700000000000001,38996.0,1.0,73.048
600,0.00283,45172.0,1.0,85.738
700,0.00304,52328.0,1.0,98.12
800,0.004030000000000001,57448.0,1.0,110.507
900,0.0030099999999999997,66688.0,1.0,122.382
1000,0.00514,73856.0,1.0,134.518
1200,0.01255,5208.0,2.0,1104.57
1400,0.019370000000000002,5232.0,2.0,1288.48
1600,0.02219,5156.0,2.0,1473.62
1800,0.0166,6216.0,2.0,1658.28
2000,0.0185,5184.0,2.0,1842.56
2500,0.023739999999999997,6180.0,2.0,2306.04
3000,0.0304,7204.0,2.0,2769.83
3500,0.03495,7244.0,2.0,3233.49
4000,0.03984,9284.0,2.0,3698.59
4500,0.04599,9252.0,2.0,4164.5
5000,0.05171,9280.0,2.0,4629.32
6000,0.06235,11376.0,2.0,5561.55
7000,0.07522,13384.0,2.0,6494.49
8000,0.08564,14436.0,2.0,7429.09
9000,0.09709000000000001,15392.0,2.0,8363.15
10000,0.11462,16420.0,2.0,9298.98
