N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5192.0,1.0,2.346
20,4e-05,5236.0,1.0,4.6
30,5.9999999999999995e-05,5156.0,1.0,6.606
40,8e-05,7248.0,1.0,8.433
50,0.00011,7264.0,1.0,10.19
60,0.00013000000000000002,8264.0,1.0,11.869
70,0.00015,9288.0,1.0,13.562
80,0.00017,9312.0,1.0,14.981
90,0.0002,10340.0,1.0,16.816
100,0.00022,11332.0,1.0,18.202
200,0.0005,18512.0,1.0,33.038
300,0.00078,24648.0,1.0,46.771
400,0.00107,31816.0,1.0,60.307
500,0.00138,38988.0,1.0,73.048
600,0.00289,44068.0,1.0,85.738
700,0.00317,51264.0,1.0,98.12
800,0.00409,59464.0,1.0,110.507
900,0.00392,65604.0,1.0,122.382
1000,0.00466,72744.0,1.0,134.518
1200,0.011349999999999999,4156.0,2.0,1100.35
1400,0.016649999999999998,5156.0,2.0,1284.31
1600,0.02081,6272.0,2.0,1469.08
1800,0.01558,6240.0,2.0,1654.17
2000,0.01711,6260.0,2.0,1837.83
2500,0.022,7296.0,2.0,2301.97
3000,0.02745,7208.0,2.0,2764.3
3500,0.03258,7204.0,2.0,3230.04
4000,0.03789,9296.0,2.0,3695.36
4500,0.04281,9252.0,2.0,4160.65
5000,0.048479999999999995,9312.0,2.0,4626.4
6000,0.05894,12408.0,2.0,5559.34
7000,0.06928,12348.0,2.0,6493.86
8000,0.08244,14252.0,2.0,7429.82
9000,0.09115999999999999,16456.0,2.0,8365.54
10000,0.10323,17532.0,2.0,9300.73
