M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0006,41076.0,1.0,0.09
2000,0.0009,44132.0,1.0,0.09
3000,0.0013,45120.0,1.0,0.08
4000,0.0016,47220.0,1.0,0.06
5000,0.0019,48240.0,1.0,0.04
6000,0.0024,49252.0,1.0,0.04
7000,0.0028000000000000004,50264.0,1.0,0.05
8000,0.0029,51348.0,1.0,0.04
9000,0.0033,52328.0,1.0,0.04
10000,0.0036,53352.0,1.0,0.04
12000,0.0042,54364.0,1.0,0.04
14000,0.005,55432.0,1.0,0.02
16000,0.005600000000000001,57412.0,1.0,0.03
18000,0.0060999999999999995,57440.0,1.0,0.02
25000,0.008100000000000001,60532.0,1.0,0.02
30000,0.0096,62548.0,1.0,0.0
35000,0.0111,63588.0,1.0,0.06
40000,0.0126,64600.0,1.0,0.07
45000,0.0137,65696.0,1.0,0.06
50000,0.015,66660.0,1.0,0.05
60000,0.16469999999999999,11384.0,2.0,50.66
70000,0.1405,11932.0,2.0,52.88
80000,0.127,11420.0,2.0,54.74
90000,0.1392,11364.0,2.09,56.49
100000,0.3347,12404.0,2.93,58.93
200000,0.3613,11332.0,4.0,83.79
300000,0.5117,11368.0,5.25,107.04
400000,0.802,11328.0,7.0,134.08
500000,1.2686,11364.0,8.95,161.38
600000,1.8169,11496.0,10.81,188.72
