K,Time (s),Memory (KB),Passes
1,53.28,118440.0,6
2,31.76,118424.0,6
3,53.1,118336.0,6
4,0.31,69320.0,1
5,0.31,69256.0,1
6,0.29,69304.0,1
7,0.31,69320.0,1
8,0.31,69416.0,1
9,0.3,69340.0,1
10,0.32,69424.0,1
