K,Time (s),Memory (KB),Passes
1,38.53,137724.0,3
2,41.32,163348.0,2
3,36.85,187864.0,2
4,0.29,69216.0,1
5,0.32,69416.0,1
6,0.31,69412.0,1
7,0.31,69340.0,1
8,0.3,69412.0,1
9,0.29,69364.0,1
10,0.3,69236.0,1
