K,Average User Time (s),Average Memory (KB),Passes
1,16984.59,1629060.0,6
2,18517.11,1630980.0,6
3,20039.43,1628912.0,6
4,30357.66,1599344.0,6
5,31203.76,1631116.0,6
6,35298.6,1631068.0,6
7,22442.06,1630996.0,6
