K,Average User Time (s),Average Memory (KB),Passes
1,0.01,3692.8,16
2,0.006,3820.8,9
3,0.0,3718.4,7
4,0.0,3801.6,5
5,0.0,3758.4,4
6,0.0,3754.4,3
7,0.0,3811.2,3
8,0.0,3883.2,2
9,0.0,3853.6,2
10,0.0,3848.8,2
