K,Average User Time (s),Average Memory (KB),Passes
1,13.44,637552.0,6
2,12.21,455480.0,5
3,9.72,335536.0,4
4,10.07,519600.0,4
5,13.72,435616.0,4
6,7.9,394500.0,3
7,8.3,332412.0,3
8,7.73,339252.0,3
9,8.71,372848.0,3
10,8.52,402704.0,3
