N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5172.0,1.0,2.521
20,5e-05,5216.0,1.0,4.515
30,8.999999999999999e-05,6236.0,1.0,6.136
40,0.00011,7204.0,1.0,7.478
50,0.00019,7244.0,1.0,8.789
60,0.00025,7232.0,1.0,9.994
70,0.0003,8260.0,1.0,11.072
80,0.00034,8240.0,1.0,12.189
90,0.00044,9272.0,1.0,13.057
100,0.0005200000000000001,11336.0,1.0,14.063
200,0.00415,3108.0,2.213,189.599
300,0.00753,3124.0,2.282,286.506
400,0.01226,4188.0,2.344,383.594
500,0.0177,3132.0,2.383,481.154
600,0.01755,4168.0,2.414,578.753
700,0.02608,4160.0,2.444,676.692
800,0.02825,3108.0,2.45,774.527
900,0.04288,3184.0,2.485,872.787
1000,0.043,3196.0,2.496,971.185
1200,0.05665,4180.0,2.522,1167.78
1400,0.08918999999999999,3144.0,2.542,1364.62
1600,0.10753,4156.0,2.582,1561.54
1800,0.11878,3108.0,2.602,1759.47
2000,0.13741,4132.0,2.599,1956.6
2500,0.17365,4156.0,2.609,2450.35
3000,0.28466,4132.0,2.678,2945.38
3500,0.3718,6196.0,2.72,3440.04
4000,0.42328,5240.0,2.727,3935.47
4500,0.553,5152.0,2.74,4430.9
5000,0.66475,6196.0,2.757,4926.86
6000,0.6376000000000001,6264.0,2.814,5919.58
7000,1.1280899999999998,6176.0,2.805,6912.34
8000,1.40304,7216.0,2.811,7905.25
9000,1.73049,7280.0,2.829,8899.0
10000,2.18798,8252.0,2.84,9892.52
